145,미소에이스,misoace.com,시각지능,2018.04.19,경기도,"경기도 성남시 중원구 사기막골로 124,
비즈동 4층 402호",031-776-2937,권윤미,개발부,"- 공정내 이상치 탐지와 고장 발생에 대한 예방적 정비
▣ Polaris
- 제조공정에서 위치결정용 마크를 시각 판별기술을 기반으로 구별하여 조립 에러를 감소시키는 솔루션으로 FPD 제조공정의 머신비전 시스템에 적용"
146,센소프트,www.sensoft.net,분석지능,2002.12.19,전라북도,"전주시 덕진구 유상로67, 607호",063-255-4452,안대인,AI기획전략팀,"▣ AI생산계획시스템
- AI기반 생산계획 수립의 자동화 솔루션을 통해 생산 공정 운영 최적화 조건 도출"
147,자이플래닛,www.xaiplanet.com,"분석지능, 시각지능, 언어·
음성지능",2020.01.23,서울특별시,"서울특별시 강남구 논현로 722, 602호",02-2135-7014,심재승,사업관리,"▣ 누수탐지 AI 솔루션
- 누수음 탐지 센서를 활용한 수도관 누수 탐지 솔루션
 - 누수음 센서를 통해 수도관에서 수집한 오디오 데이터를 이용해 누수 여부 탐지하고 관리 시스템으로 전송한다.
 - 누수 탐지 관리 시스템은 센서로부터 데이터를 수집하고 수집한 데이터를 AI 서버로 전송하여 누수 여부 판단 결과를 돌려받을 수 있다
▣ 모션인식 AI 솔루션
- 운동분류 모델을 통하여 운동의 종류를 자동 분류하고, 포즈추정 모델을 통하여 모션을 자동으로 인식한다."
148,티쓰리큐,www.t3q.ai,언어·음성지능,2007.03.12,서울특별시,"서울 구로구 디지털로 30길 28, 마리오
타워 603호",02-6344-7665,박병훈,전략기획팀,"▣ T3Q.search
- 기업, 기관, 학교 등이 보유 중인 문서 파일, 영상, 음성, 이미지 등 다양한 데이터를 AI를 이용하여 빅데이터로 변환하여 메타 데이터를 생성하고 다양한 검색을 통해 필
요한 정보를 찾거나 추가적인 AI 서비스를 이용하여 원하는 기능을 만들 수 있습니다."
번호,기업명,홈페이지,전문분야,회사설립일,지역,주소,대표전화,대표자,담당부서,AI솔루션
149,카이아이컴퍼니,www.kai-i.com,"시각지능, 분석지능",2016.01.01,대전광역시,"대전광역시 유성구 대학로82, 5층 12호
궁동",1670-2628,정호정,사업개발팀,"용 ▣
▣ 플라그 검출 솔루션
- (맞춤형 구강 교육 및 용품 큐레이션) 구강용품 처방전과 추가적인 플라그 검출을 통해 구강관리 상태 등을 통합적으로 분석하여 유형별 구강용품을 추천하고, 맞춤형 구
강관리 방법 교육 콘텐츠를 제공
(효율적인 맞춤형 구강관리 서비스) 구강용품 처방전 기반 AI 분석 시스템을 토대로 구강 상태에 적합한 구강용품 추천 서비스 제공
(구강 관리 시스템 구축) 자가 촬영한 치아 사진을 통해 플라그 비율 정도를 평가하고 맞춤형 치과 병의원 안내 서비스로 활용
(플라그 검출 AI 연구) 대규모 수집을 통해 착색제별 플라그 검출률 분석이나 AI 알고리즘별 검출 정확도 분석 등의 지속적인 AI 연구를 수행하여 AI 알고리즘 고도화에 활
 치은염 검출 솔루션
- (치주질환 검출 AI 연구) 구강 내 데이터 레이블링을 통한 머신러닝 기법을 활용한 치주질환 AI 진단 알고리즘을 통해 임상 검사 결과와 비교 분석하여 임상 보조 시스템
활용
(AI 분석기반 치과주치의 맞춤형 구강보건 교육 서비스) 치주질환 AI 분석 결과를 토대로 맞춤형 비대면 서비스 및 교육 콘텐츠 시각화 정보 제공, 분석 결괏값을 기초로
구강 관리가 되지 않는 부위, 필요한 치료 및 예방관리 방법 가정에서는 구강케어 방법 등의 개인별 맞춤형 구강 보건 교육에 활용
(맞춤형 구강 관리 서비스) AI 분석 기반 서비스를 활용하여 구강 상태에 관련 구강 관리 및 용춤 추전 서비스 제공을 위해 활용
▣ 의료데이터 분류 솔루션
- (맞춤형 구강 교육 및 용품 큐레이션) 의료 데이터를 활용한 AI 모델을 통해 개인 맞춤형으로 구강 유형을 분류하고 유형별 구강관리 교육 콘텐츠 및 구강용품 제공 가능
(맞춤형 구강관리 서비스) 문진표나 구강용품 처방전 등 의료데이터를 통해 개개인에 맞춤형으로 구강관리 서비스 제공 가능
(구강용품 개발) 구강상태를 알 수 있는 의료데이터 수집을 통해 맞춤형 구강용품 개발이 가능
▣ 영유아 솔루션
- 영유아의 신체발달 데이터를 관리 할 수 있는 서비스로 보건소, 유치원, 어린이집 및 가정에서 데이터 추적이 어려웠던 점을 보완하여 영유아의 신체활동 및 발달 평가와
관련된 데이터 수집, 분석, 관리
영유아 신체활동을 평가 및 발달지연에 관심있는 다양한 사용자(보건소, 유치원, 어린이집, 보호자)를 통해 기존의 국가 아동관련 실태조사 분석보다 더 많은 신체활동 데
이터 수집
신체 변화가 많은 영유아가 시기에 짧은 데이터 수집 시기는 해당 아동의 정확한 신체발달 및 건강상태 파악에 용이하며, 이를 통해 향후 소아과 등 의료환경과 연계 시 자
가 문진 데이터로 활용
▣ 치매 솔루션
- (활용 분야) 치매 위험도 분류(치매 조기 검진), 개인 맞춤형 사후관리 서비스 등에 활용 가능"
150,틸다,https://www.tilda.co.kr,행동지능 및 기타,2021.03.04,서울특별시,"서울특별시 강남구 강남대로 156길 16,
3층",010-33**-0748,정지량,CEO OFFICE,"▣ ArgMax®
- (제조 최적화) 머신러닝 디지털 트윈을 이용하여 공정 관리, 설비 운영, 예측 정비 등 에너
지/자원 소비, risk, downtime을 최소화하고 수익을 최대화하여 기업의 지속가능성과 탈탄소
화에 기여하는 최적의 제조 plan 제공
- (물류 최적화) 머신러닝 디지털 트윈을 이용하여 배송 cost 및 time 최소화, routing 최적화,
짐짜기, pricing 등 기업의 지속가능성과 탈탄소화에 기여하는 최적의 물류 plan 제공
- (리테일 최적화) 머신러닝 디지털 트윈을 이용하여 수요예측을 통해 수익을 최대화하는 원자재 구매, pricing, 재고 관리, 제품 분배, 마케팅 등 기업의 지속가능성과 탈탄
소화에 기여하는 최적의 리테일 plan 제공
- (배치 최적화) 머신러닝 디지털 트윈을 이용하여 효율성 예측을 통해 효율을 최대화 하는 장비, 인력, 작업순서 등의 배치를 최적화 하여 낭비되는 자원을 최소화할 수 있
는 최적의 배치 plan 제공"
151,이매진팩토리,https://imaginefactory.org/,"시각지능, 언어·음성지능",2009.05.22,서울특별시,"서울특별시 강남구 언주로 535, 6층(역
삼동)",010-30**-9911,조성원,DeepDiveAnalytics,"▣ AI 매대 점유율 자동산출 솔루션
- 컴퓨터 비전 기술과 수집된 매대 이미지 기반
매대 제품정보(점유율/프로모션) 및 가격 분석 솔루션
▣ AI 광고문안 법률 검토 및 추천 솔루션
- 마케터가 작성한 광고 문안 법률 검토를 AI를 통해 자동으로 수행하여 시간 단축 및 효율화를 제공하고, 생성형 AI 기반 효과적이고 창의적인 광고 문구 추천 솔루션"
152,보이노시스,www.voinosis.com,언어·음성지능,2019.03.24,서울특별시,"광진구 능동로120, 창의관별관 4층",02-582-5850,SHIN GRACE JUNG EUN,솔루션개발팀,"▣ 음성기반 인지장애 선별 AI솔루션 v1.0(경도인지장애선별을 위한 음성기반 인지검사 AI솔루션 “브레인가드 닥터”)
- 경도인지장에 선별에 있어 AI기반음성분석(음향학적 분석), 인지장애 선별 진단지의 교차검증을 통해 고령자 치매 사전 예측 하는 음성인식 기반의 AI기술을 개발하고,
인지장애 선별 검사의 전문 인력 없이 환자가 직접 간편하게 시행할 수 있고, 빠른 시간내에 경도인지장애를 선별하는 스크리닝형 음성기반 AI 솔루션
▣ 음성 기반 난청 선별 AI 솔루션 v1.0 (난청 선별을 위한 음성기반 청력검사 AI 솔루션“BrainGuard:HearInsight”)
- 청력 손상의 초기 징후를 감지하여 청력 손실 및 인지 저하의 위험을 줄이는 데 도움을 주는 첨단 솔루션으로
단어인지점수(WRS) 테스트 중 비정상적인 음성 패턴을 자동으로 감지하여 음소 수준에서 청력 손상을 보다 정밀하게 평가할 수 있음"
153,코리아크레딧뷰로,koreacb.com,분석지능,2005.10.01,서울특별시,"서울특별시 영등포구 국제금융로6길
15(여의도동)",02-708-1000,황종섭,기업평가부,"▣ KAI-M 솔루션
- 자체개발 KCB-ML 알고리즘 등 15종 이상 알고리즘 탑재된 AI 자동 재학습 솔루션"
154,메타빌드,http://www.metabuild.co.kr/,분석지능,1998.11.23,서울특별시,"서울특별시 서초구 서초중앙로 62, 6층
(서초동, 메타빌드빌딩)",02-598-3327,조풍연,"신사업
기획센터","▣ LLaMONAUTO
- 데이터 전처리 및 서비스 모델 개발하는 플랫폼
- 데이터준비에서 AI모델 개발까지 전과정 AI개발도구 제공
- AutoML & XAI 지원
- 한국어 기반의 자연어처리 핵심기술 탑재
- 운영 데이터를 학습데이터로 활용하여 자동 반복학습을 통한 예측 정확도 제고
- 하이퍼파라메터 조정 등 모델 관리기능을 통한 예측 모델 최적화
▣ LLaMON LLM
- 한국어 말뭉치를 학습한 대규모언어모델
- AI Hub(도서, 상식, 논문, 특허, 법률, 웹 등) 300GB이상, 20억 어절 이상 학습용 말뭉치 구축
- 파인튜닝을 통해 감정 분석 언어모델 확보
- LLaMoN 기반 NLP 기능을 통한 서비스 개발
▣ MAISEE
- CCTV를 활용한 실시간 돌발상황 검지 솔루션
- 다양한 객체 패턴 분석(차량, 보행자, 불꽃, 연기 등)
- 운영자에게 실시간 도로정보(돌발,화재,교통정보 등) 제공"
155,서돌전자통신,www.suhdol.co.kr,시각지능,1997.02.04,경기도,"경기도 고양시 일산동구 일산로 138, 9
층 903-4호, 903-5호, 10층 1002-1호
(백석동, 일산테크노타운)",031-901-5120,김문극,기술연구소,"▣ AI 영상 차량 좌회전 감응 시스템
- 교차로 내 좌회전 대기 차량을 AI 객체검지 기술로 검지하여 차량 존재 시에만 좌회전 신호를 주는 시스템
▣ AI 영상 보행자 감응/연장 시스템
- 횡단보도 대기구역의 보행자를 AI 객체검지 기술로 검지하여 보행자 존재 시에만 보행 신호를 주고 횡단보도 내에 보행자 존재 시 자동으로 보행 신호를 연장해 주는 시
스템
▣ AI 영상검지기
- AI 객체검지 및 추적 기술을 이용하여 도로상의 차량에 대한 속도, 점유시간, 차두시간, 대기행렬 길이 등의 정보를 측정하는 방식의 차량검지기"
156,지란지교데이터,jirandata.co.kr,분석지능,2020.04.01,대전광역시,"대전광역시 유성구 테크노3로 65,
6층 603호(관평동)",031-604-4548,유병완,융합사업부,"▣ AIFILTER
- 다양한 유형의 문서/이미지에 포함된 컨텐츠를 AI 기술로 분석하여 데이터를 추출 하고
개인정보와 기밀정보를 검출하며, 이미지내 포함된 개인정 정보의 비식별처리(가명처리)를
지원하여 안전한 데이터 활용을 가능하게 하는 솔루션"
157,타키온테크,www.tachyontech.co.kr,분석지능,2016.02.18,서울특별시,"서울특별시 금천구 가산디지털2로
165, 백상스타타워2차 1205호",070-8724-6744,이광원,연구소,"▣ QualityGuard
- 절삭 가공설비(CNC/MCT)의 제조데이터(가공부하, 공구정보, 사이클타임, 기기상태 등)를 수집하고 AI 분석기술을 기반으로한 이상감지와 생산성 향상 제조현장 솔루션"
번호,기업명,홈페이지,전문분야,회사설립일,지역,주소,대표전화,대표자,담당부서,AI솔루션
158,지엔소프트,http://www.gn-soft.co.kr,시각지능,2007.02.01,대전광역시,"대전광역시 유성구 문지로 272-16, 2층
201호, 202호, 203호, 204호, 205호(문
지동, AI인공지능센터)",042-482-5400,임성진,기술연구소,"▣ 세라믹 시편 검증 SW
- 컴퓨터 비전을 활용한 세라믹 시편에 대한 2D 영상 양, 불량 검증 SW
▣ GN-RAD
- 도로를 실시간 영상 촬영을 통하여 파손된 부분을 탐지하는 AI 솔루션"
159,제트에이아이,www.blux.ai,분석지능,2021.12.15,서울특별시,"서울특별시 관악구 남부순환로 1783, 6
층",02-883-1215,이지혁,경영지원,"▣ 개인화 추천 AI 솔루션
- 커머스 플랫폼 기업을 대상으로 api연동을 통해 서비스 내에서 개인화 추천 솔루션을 활용할 수 있도록 SaaS 형태로 제공.
- 데이터 수집을 위한 Collector API, 추천 쿼리 발송을 위한 Recommender API를 클라이언트사와 연동.
- 소비자 행동 플랫폼과 자사 아키텍처의 연결, 그리고 소비자 UI/UX와 인공지능 추천의 연결, 두가지를 별도의 새로운 시스템 구축 없이 진행할 수 있도록 Software
Development Kit(SDK)을 자체 구현하여 제공중.
- 자사 클라이언트인 국내 중소기업들은 이 SDK를 활용하여 자사의 인공지능 기반 추천 솔루션을 손쉽게 이용하고 있음."
160,하이케어넷,www.hicare.co.kr,분석지능,2020.10.01,서울특별시,"송파구 위례성대로22길 28, 5층(오금
동)",02-3400-7387,김홍진,BI 그룹,"▣ 중증 호흡기 질환 진단 AI 플랫폼
◎ 질환에 따른 생체신호의 판별 목적에 따른 음질 특성인자를 추출하고 데이터 증강 및 이종데이터 결합을 포함한 신호처리 기술을 세계 최초로 적용
◎ 현장에서의 직접적인 측정을 통한 데이터 취득 시 발생하는 시공간적 한계를 극복하여 빅데이터를 구축함으로써 알고리즘의 성능을 향상
◎ 공간 임펄스를 활용하여 취약한 음환경 상황(잔향 및 배경 소음 존재)에서도 높은 정확도로 분류가 가능한 호흡기질환 스크링닝 기술 개발
◎ 기침수를 포함한 환자 생체 음향 실시간 모니터링을 위한 AI 모델"
161,뉴로코어,https://www.neurocore.ai/,분석지능,2018.06.25,서울특별시,"서울특별시 강남구 테헤란로 322,
서관동 8층 806호",02-6249-1001,윤영민,사업기획팀,"▣ NEMO
ㅇ [생산 공정을 시뮬레이션하는 디지털 트윈 환경 구축]
- 강화학습에 사용되는 데이터를 생성하기 위해 생산 공정이 동기화된 가상의 공급망 모델을 구축함
- 표준화된 syntax 기반으로 생산 공정을 가상의 시뮬레이션 환경에 모사함으로써 코딩 작업을 최소화함
ㅇ [Neural Network 설계 편의성 제고]
- Neural Network-시뮬레이터 간 피드백 체계 기반 효율적인 State/Action/Reward 설계 및 최적화
- 생산 공정의 환경 변화에 대한 robustness를 보장해서 Neural Network의 구조 변경과 재학습을 최소화함
ㅇ [강화학습 기반의 최적 생산계획 수립]
- Neural Network가 현장의 수작업/암묵지를 자동으로 학습하면서 목표하는 KPI를 만족시키는 생산계획을 수립하고 현장의 운영 정책을 제시함
- 서로 다른 알고리즘에 기반한 복수 개의 생산계획 시나리오들을 빠르게 비교하면서 최적의 대안을 추천함"
162,레몬클라우드,www.lemoncloud.io,시각지능,2018.01.01,대구광역시,"대구광역시 동구 동대구로 465, 3층
308호(신천동, 대구스케일업허브)",02-424-1212,김동혁,운영팀,"▣ LEMONADE
- 이미지 라벨링과 태깅을 통한 데이터 분석 기술을 기반으로 하는 이미지 관리 및 분석 솔루션"
163,그란코,www.granco.co.kr,시각지능,2018.08.16,경기도,"경기도 안산시 단원구 별망로 458, 101
동(목내동, ㈜그란코)",031-494-3020,배준호,영업/기획,"▣ 디지털트윈 기반 건물/시설 관제 모니터링 시스템
- 건물/시설 내 주요 데이터를 수집/분석을 통해 실시간 확인이 필요한 데이터를 디지털트윈 기반으로 구현한 모니터링 시스템"
164,디케이앤트,dkant.net,행동지능 및 기타,2013.12.03,서울특별시,"서울특별시 송파구 송파대로 20길 4,
302호",02-459-7571,양동국,시스템사업부,"▣ AI Brain V3.0
- AI 영상분석 기술로 운전자의 행동을 분석(졸음, 흡연, 휴대폰 사용, 전방주시 여부 등)하는 안전 서비스"
165,모아이스,https://www.moais.co.kr/,"분석지능, 시각지능",2019.02.20,서울특별시,"서울특별시 동작구 동작대로27가길
23(사당동)",070-8809-5125,이용근,사업팀,"▣ Golf Fix SDK
- 골프 기기 제조 업체의 스크린 골프/런치 모니터를 통한 인공지능 코칭 솔루션 API 제공
▣ Motion SDK
- 마커리스 모션 분석 기술이 필요한 모션캡처 업체를 비롯하여 스포츠/의료/모션 관련 서비스 업체에 인공지능 2D/3D 모션 분석 SDK를 단독으로 제공할 수도 있으며, 이
같은 SDK를 포함한 소프트웨어 형태로도 제공 가능
▣ AI 기반 의료이미지 품질 평가 솔루션
- 병리 조직 이미지의 품질을 자동 평가하여 의료진의 판독 속도와 정확도를 높이는 전처리 솔루션을 제공 가능
▣ AI 프로 코치 시스템
- 인공지능 코치 솔루션을 도입하고자 하는 실내/실외 골프 프랜차이즈 업체나 무인 골프연습장 시스템 개발 업체, 골프 아카데미 등에서 본 멀티 카메라 기반 AI 프로 코
치 시스템을 제공"
166,동평기술,dp-tech.co.kr,분석지능,2017.05.31,경상북도,"경상북도 구미시 구미대로350-27
모바일융합기술센터 420호",054-475-1205,지용주,연구개발부,"▣ AI를 이용한 NFT 토큰 방식의 전기개조 오토바이 이력관리 시스템
- 전기 개조 오토바이의 친환경 주행 플랫폼은, 내연기관 기반 오토바이를 재충전 가능한 2차 배터리가 탑재된 전동화 기반 오토바이로 대체하도록 함으로써, 전세계 탄소
중립 기조에 따른 탄소 중립을 실천하도록 할 수 있다.
배터리 충전(예: 배터리 교체)에 따른 친환경 포인트를 운전자 개개인에게 지급함으로써, 기후 변화 인식 개선 및 탄소 중립 실천을 촉진할 수 있다."
167,벨류데이터,-,시각지능,2014.04.01,서울특별시,"서울특별시 구로구 디지털로34길 43,
10층 1011-1호(구로동,코오롱싸이언스
밸리1차)",02-898-1178,이지윤,개발부,"▣ AI 기반의 전기개조 오토바이 친환경 주행 플랫폼
- 탄소 저감을 위한 E-mobility 생태계구축사업의 일환으로 가솔린오토바이를 전기 개조화 하고 국내 기술에 의한 EV충전스마트폴 기반의 급속 충전이 가능한 충전소 인프
라를 구축하는 한편, 기술 국제 표준화를 위한 시험,인증,평가 등을 지원하고 탄소 배출권에 대한 핵심 소프트웨어 플랫폼을 중심으로한 지속적인 확장과 기술 파급이 가능
할 수 있도록 하는 AI 솔루션
<탄소저감형 전기화 오토바이 마일리지 크레딧 시스템 구축 솔루션>
- AI기반의 통합센터시스템구축
- AI기반의 사용자 APP 개발
- AI기반의 CCT 연계 SW 개발"
168,인피노브,infinov.com,"분석지능, 시각지능",2005.03.09,서울특별시,"서울특별시 강남구 봉은사로49길 7, 3
층(논현동, 대양빌딩)",070-7017-1711,박형준,미래전략실/AI Tech,"▣ Martinie(마티니)
- Dataset, Machine Learning, End Points, Notebooks에 이르기까지 ML프로세스를 수행하는 MLOps 솔루션
- 다양한 도메인의 데이터를 기반으로 수행하는 다분야 머신러닝 및 AI 학습 지원 솔루션
▣ AIMark(아이마크)
- 포장 관리 시스템, 포장 디자인 인식, 표시사항 검수 자동화, 디자인 협업 및 승인 프로세스를 제공하는 협업 기반 AI 솔루션"
169,소프트웨어융합연구소,www.scikorea.co.kr,분석지능,2016.04.11,광주광역시,"북구 추암로 249 광주이노비즈센터
403호",061-723-8474,박철구,개발,"▣ AI기반 스마트 환자관리 서비스
- 다중신경망을 활용한 비대면 생체정보 측정(심박, 호흡, 심박출량, 심박변이도) 및 혈당/혈압 솔루션 커스트마이징"
170,유에이썬,http://uasun.co.kr/,분석지능,2011.04.01,경상북도,"경상북도 김천시 혁신로 288-2, 401호
유에이썬빌딩(율곡동)",054-436-0530,최규진,연구개발부,"▣ 인공지능 및 빅데이터 기반의 e-모빌리티 충전 관리 시스템
- 빅데이터 및 AI를 이용한 전기오토바이 충전 관리 시스템은 사용자 단말부를 이용하여 전기오토바이의 운행 및 충전을 모니터링 할 수 있으며 사용자 단말부와 전기오토
바이간 암호화된 연결을 통해 전기오토바이의 전원을 구동할 수 있어 전기오토바이 관리가 용이하다.
- 현재 위치를 기반으로 전기오토바이의 배터리 잔량으로 도달 가능한 배터리 스왑 스테이션을 검색하여 제공하고, 사용자 단말부를 통해 배터리 스왑 스테이션의 교체 가
능한 배터리에 대해 예약을 할 수 있어 사용자 편의성을 높이는 이점이 있다.
- 중앙관리부에서 전기오토바이의 운행에 관한 데이터를 바탕으로 전기오토바이 부품 및 배터리 수명을 관리하고, 운전자별 운전습관을 분석하여 사용자에게 제공한다는
이점이 있다."
번호,기업명,홈페이지,전문분야,회사설립일,지역,주소,대표전화,대표자,담당부서,AI솔루션
171,온코소프트,https://oncosoft.io/,시각지능,2019.09.09,서울특별시,"서대문구 명물길 37, 2층,4층,6층(창천
동, SD TOWER II)",02-336-0670,김진성,기업부설연구소,"▣ OncoStudio
- AI 기반 의료영상 자동분할 솔루션. CT 및 MRI 영상에서 다양한 정상장기 및 암조직을 자동분할할 수 있으며, 추가적인 수정 및 수동 분할 기능 또한 탑재되어 있음. 자
체적으로 DICOM server로써 동작하며 기존 PACS 및 의료기기들과 표준 통신이 가능함.
▣ OncoVet
- 반려동물의 컴퓨터 단층촬영(CT) 영상을 분석하여 종양과 같은 이상 병변을 자동으로 탐지하고, 이를 기반으로 정밀한 진단을 수행하며, 치료 경과를 추적할 수 있도록
지원하는 인공지능 기반 소프트웨어임. 해당 소프트웨어는 영상 데이터를 정량적으로 분석하여 수의사가 병변의 크기, 위치, 형태 변화를 객관적으로 평가할 수 있도록 돕
고, 특히 방사선 치료 계획 수립 및 치료 효과 모니터링을 보조하는 역할을 함. 이를 통해 반려동물의 질환을 조기에 발견하고, 보다 정밀한 맞춤형 치료가 가능하도록 지
원하는 혁신적인 의료 솔루션임."
172,인포지아,inforzia.io,시각지능,2020.03.03,경기도,"경기도 수원시 영통구 광교로 107, 보
육동, 107호(이의동)",02-6959-2540,남상훈,-,"▣ 골프장 스마트 코스 관리 솔루션 - 가디언(Guardian)
- 드론을 이용하여 촬영된 영상정보를 기반으로 잔디, 조경에 대한 질병 진단 솔루션
- 잔디병 질병에 대한 딕셔너리 정보제공
- 코스별 잔디 토양 성분 분석 및 최적 솔루션 제시
- 장비 및 농약/비료에 대한 사용 관리
- 코스 관련 각종 지식 서비스 제공
- 업무 계획 및 실적관리
▣ 지능형 중고차 단지 관리 솔루션 - 카노라마(Carnorama)
- 중고차 등록시 AI기술을 이용한 사진 등록 기능
- 중고차 사진 전후방 자동 인식 기능
- 차량 주차 관리 기능
▣ 로우코드 기반 실시간 영상 이상 감지 솔루션 - 플로몬(Flomon)
- AI 기능이 없는 CCTV(IP카메라)나 USB 카메라에 화재/연기 감지, 불법 침입 등의 영상 분석 AI를 적용할 수 있는 로우코드 기반 영상 이상 감지 솔루션
- 실시간 영상 정보 기반 화재 여부 감지 기능
- 실시간 영상 정보 기반 불법 침입 감지 기능
- 기 학습된 외부 영상 분석 AI 모델(onnx, weights 형식)을 등록할 수 있는 개방형 플랫폼"
173,셀디코리아,www.sel-di.net,분석지능,2021.03.11,서울특별시,서울특별시 중구 청계천로40 903,02-6958-8556,이창헌,AI기획전략팀,"▣ 셀디 솔루션
- AI분석을 통한 수출 채널 마케팅/운영 자동화 솔루션"
174,아무르,http://amur.zone/,분석지능,2021.12.23,서울특별시,"서울시 영등포구 국제금융로8길 25, 6
층 (여의도동, 주택건설회관)",02-556-2306,이성연,연구개발,"▣ SciTech Frontier
- SciTech Frontier는 전세계 기업들의 표준화된 기업정보, 금융, 특허, 논문정보의 검증된 DB와 Logistic Regression model을 활용하여 연구개발, 금융 투자 등에 요구되는
다양한 인사이트를 도출하여 제공하고 있으며, 과학기술의 ① 혁신성 분석 ② 시장 확장성 분석 ③ R & D 투자 증가율 분석 ④ 기업들의 강·약점 진단 ⑤ 국가들의 기술
강·약점 진다 ⑥ 국가 간 기술격차 진단, ⑦ 기업 간 기술격차 진단 등의 정보를 제공하는 솔루션"
175,성원정보기술,sungwon-it.com,분석지능,2002.07.09,대구광역시,"대구광역시 달성군 다사읍 대실역남로
2길 20-6, 3층",053-591-2331,송성호,관리팀,"▣ SWIT-AI-APS
- 제조설비에서 발생하는 조건정보 등의 데이터분석 기술을 기반으로한  조건에 따른 양불정보에 대한 학습, 시뮬레이션, 최적화 정보제공 AI 솔루션
▣ SWIT-AI-MIXTURE
- 배합의 조합과 공정조건에 따른 결과를 빅테이터를 통한 AI분석으로 예측해 냄으로 배합설계 효율성을 극대화"
176,에이티지라이프텍,https://www.atglifetech.com/,"행동지능 및 기타, 시각지
능",2021.01.15,서울특별시,"서울특별시 금천구 가산디지털1로
168, 에이동 9층 909호 (가산동, 우림라
이온스밸리)",02-858-0830,류태훈,AI-BIO팀,"▣ 유전자 발현량 예측 솔루션
- 해당 솔루션은 다양한 조직 혹은 세포주의 유전자 발현량을 예측하는 솔루션으로 신선한 샘플을 얻기 힘들어(환자에게서 채취가 필요하거나 오래된 경우 등) 정확한 유
전자 발현량 파악이 어려운 경우에 활용될 수 있음.
특히나, 유전자 가위를 이용해 염색체 변이를 가할 때 유전자 발현량의 변화를 미리 예측할 수 있는 방법으로 사용될 수 있음.
본 솔루션과 다른 솔루션의 장점은 전사 도움 물질의 접근성을 이용해 유전자 발현량을 예측하기 때문에 다량의 염기서열 변이와 유전자 발현량의 데이터로 본 모델을
training할 필요하지 않다는 점에 있음.
▣ 특이 발현 유전자 선별 솔루션
- 특이 발현 유전자(DEG)는 신약 개발, 질병의 기전 확인에 있어 매우 많은 정보를 제공
현재, 2만여 가지나 되는 유전자 중 DEG를 바르게 선별하는 것이 매우 중요하기 때문에 다양한 방법과 기준들이 시도되고 있지만, 방법과 기준에 따라 선별되는 DEG가 크
게 다르기에 중요한 DEG를 놓치거나 불필요한 유전자가 선택되어 판단에 혼란을 야기하고 있음.
본 AI 솔루션은 다양한 DEG tool의 종합된 정보에 PPI 정보를 추가하여 유전자 발현 정보에서 주요한 DEG를 높은 정확도로 선별해주는 솔루션으로 다양한 바이오 분석에
도움이 될 것으로 기대함.
▣ 균 성장 판별 솔루션
- 미생물은 일반적으로 성장하는 모양이나 속도를 이용해 종 혹은 항생제 감수성을 확인하게 되는데 이는 병원의 진단검사의학과나 임상 미생물검사실에서 환자를 치료하
거나 미생물의 종을 결정하는 주요한 지표로 사용하고 있음."
177,인코소프트,inkosoft.com,언어·음성지능,2018.06.21,서울특별시,"서울특별시 서대문구 성산로 527 A동
4층 1호",02-392-1927,이명재,솔루션사업부,"본 AI 솔루션은 미생물의 성장 정도 혹은 성장 속도를 판별하는 솔루션으로 기존의 육안으로 진행되어 객관적이거나 정확하기 힘들었던 해결책을 제시해줌.
▣ jCBR
- CBR 적용 음성인식 AI 대화 솔루션 : 사용자의 말(Speech)을 텍스트로 변환하여 사례 베이스에서 적절한 사례를 찾아 응답(음성 및 테스트)해 주는 솔루션"
178,동서정보기술,http://www.dsinfo.co.kr/,분석지능,2003.01.22,경상남도,"김해시 전하로161번길 10(흥동, 한빛타
운 201호)",055-321-1515,정성근,시스템사업부,"▣ 검사지능화
- MPC EGR Cooler 누설검사공정에서 발생하는 완제품 불량을 분석하여 사전예방 하는
   최적의 AI 모델
- 자동차 부품 중 유사 제품 제조 기업 확대 적용
- 자동차 부품 산업 벤치마킹 적극적 유도
▣ 설계지능화
- CFD 해석 단계에서 도출된 방열성능 값을 AI를 적용하여 최적의
   값을 추천해 주는 AI 모델
- 자동차 부품 중 유사 제품 제조 기업 확대 적용
- 자동차 부품 산업 벤치마킹 적극적 유도"
179,테디썸,http://teddysum.ai/,언어·음성지능,2021.01.20,경기도,"경기도 성남시 수정구 대왕판교로 815,
기업지원허브 창업존 763호(
시흥동, 판교창조경제밸리)",02-576-0611,함영균,경영,"▣ Bllossom
- 당사 자체적인 언어모델 솔루션으로 한국어 특화 경량화 언어모델로서 요약 및 추론능력이 특화된 모델입니다. 특히 최소한의 데이터로 효율적인 데이터 학습을 수행함
에 따라, 특정 도메인별 적용에 우수 합니다.
▣ geully (가칭)
- 당사 자체 언어모델인 Bllossom 기반으로 외국인 한국어 학습자 대상 한국어 글쓰기 평가 솔루션으로 한국어 글쓰기에 대한 정량적 평가 및 첨삭/교정, 피드백 등 서비스
를 제공하는 솔루션 입니다."
